brand,date,avg_diesel,avg_e5,avg_e10
AVIA,2014-06-09,1.397,1.577,1.502
AVIA,2014-06-23,1.406,1.59,1.511
AVIA,2014-07-04,1.391,1.581,1.502
AVIA,2014-07-24,1.383,1.566,1.489
AVIA,2014-07-25,1.387,1.566,1.488
AVIA,2014-08-18,1.378,1.504,1.466
AVIA,2014-08-25,1.377,1.505,1.468
AVIA,2014-09-01,1.387,1.517,1.477
AVIA,2014-09-05,1.388,1.516,1.477
AVIA,2014-09-06,1.392,1.519,1.482
AVIA,2014-09-08,1.385,1.514,1.474
AVIA,2014-09-11,1.384,1.515,1.476
AVIA,2014-09-12,1.377,1.509,1.469
AVIA,2014-09-15,1.373,1.504,1.464
AVIA,2014-09-16,1.375,1.508,1.468
AVIA,2014-09-19,1.37,1.502,1.462
AVIA,2014-09-20,1.379,1.509,1.472
AVIA,2014-09-22,1.373,1.507,1.467
AVIA,2014-10-01,1.373,1.501,1.461
AVIA,2014-10-05,1.369,1.504,1.466
AVIA,2014-10-06,1.357,1.492,1.452
AVIA,2014-10-07,1.358,1.497,1.457
AVIA,2014-10-11,1.34,1.479,1.439
AVIA,2014-10-13,1.342,1.481,1.441
AVIA,2014-10-21,1.321,1.438,1.4
AVIA,2014-10-27,1.322,1.434,1.394
AVIA,2014-10-29,1.318,1.433,1.393
AVIA,2014-11-03,1.329,1.436,1.396
AVIA,2014-11-07,1.325,1.428,1.388
AVIA,2014-11-10,1.327,1.43,1.391
AVIA,2014-11-13,1.323,1.426,1.386
AVIA,2014-11-17,1.315,1.419,1.38
AVIA,2014-11-23,1.307,1.419,1.381
AVIA,2014-11-24,1.302,1.411,1.371
AVIA,2014-11-25,1.299,1.408,1.369
AVIA,2014-11-28,1.285,1.398,1.358
AVIA,2014-11-29,1.278,1.394,1.356
AVIA,2014-12-01,1.273,1.382,1.343
AVIA,2014-12-03,1.259,1.365,1.327
AVIA,2014-12-04,1.257,1.359,1.32
AVIA,2014-12-05,1.254,1.353,1.313
AVIA,2014-12-07,1.246,1.35,1.312
AVIA,2014-12-08,1.242,1.338,1.299
AVIA,2014-12-09,1.24,1.333,1.293
AVIA,2014-12-10,1.235,1.33,1.291
AVIA,2014-12-11,1.227,1.318,1.279
AVIA,2014-12-12,1.221,1.314,1.274
AVIA,2014-12-14,1.216,1.305,1.265
AVIA,2014-12-15,1.213,1.301,1.262
AVIA,2014-12-16,1.206,1.292,1.253
AVIA,2014-12-28,1.194,1.283,1.246
AVIA,2014-12-30,1.187,1.275,1.236
AVIA,2015-01-05,1.174,1.27,1.231
AVIA,2015-01-12,1.142,1.241,1.219
AVIA,2015-01-13,1.136,1.236,1.215
AVIA,2015-01-15,1.123,1.227,1.206
AVIA,2015-01-16,1.122,1.226,1.207
AVIA,2015-01-19,1.125,1.228,1.207
AVIA,2015-01-21,1.128,1.235,1.215
AVIA,2015-01-26,1.137,1.237,1.217
AVIA,2015-01-28,1.134,1.235,1.214
AVIA,2015-01-31,1.136,1.242,1.222
AVIA,2015-02-02,1.138,1.243,1.223
AVIA,2015-02-03,1.148,1.258,1.238
AVIA,2015-02-04,1.161,1.274,1.254
AVIA,2015-02-05,1.168,1.279,1.259
AVIA,2015-02-06,1.171,1.279,1.259
AVIA,2015-02-07,1.183,1.285,1.266
AVIA,2015-02-09,1.185,1.286,1.265
AVIA,2015-02-11,1.195,1.294,1.274
AVIA,2015-02-14,1.212,1.307,1.288
AVIA,2015-02-17,1.222,1.311,1.291
AVIA,2015-02-18,1.223,1.315,1.294
AVIA,2015-02-20,1.218,1.307,1.286
AVIA,2015-02-23,1.224,1.311,1.29
AVIA,2015-02-25,1.225,1.315,1.295
AVIA,2015-02-26,1.222,1.315,1.295
AVIA,2015-02-27,1.227,1.32,1.299
AVIA,2015-03-02,1.233,1.33,1.31
AVIA,2015-03-05,1.231,1.339,1.318
AVIA,2015-03-06,1.232,1.342,1.322
AVIA,2015-03-10,1.237,1.352,1.332
AVIA,2015-03-11,1.236,1.353,1.333
AVIA,2015-03-13,1.235,1.359,1.339
AVIA,2015-03-14,1.231,1.36,1.342
AVIA,2015-03-17,1.217,1.349,1.328
AVIA,2015-03-21,1.212,1.351,1.332
AVIA,2015-03-22,1.217,1.357,1.339
AVIA,2015-03-23,1.209,1.347,1.328
AVIA,2015-03-26,1.21,1.36,1.342
AVIA,2015-03-28,1.219,1.375,1.357
AVIA,2015-03-31,1.215,1.367,1.348
AVIA,2015-04-16,1.234,1.394,1.375
AVIA,2015-04-21,1.25,1.411,1.391
AVIA,2015-04-23,1.244,1.407,1.389
AVIA,2015-04-28,1.257,1.424,1.405
AVIA,2015-04-29,1.258,1.426,1.406
AVIA,2015-05-04,1.255,1.423,1.403
AVIA,2015-05-05,1.258,1.425,1.406
AVIA,2015-05-08,1.265,1.427,1.407
AVIA,2015-05-11,1.262,1.423,1.405
AVIA,2015-05-12,1.258,1.422,1.403
AVIA,2015-05-14,1.271,1.435,1.417
AVIA,2015-05-15,1.268,1.425,1.406
AVIA,2015-05-18,1.266,1.425,1.405
AVIA,2015-05-19,1.263,1.426,1.405
AVIA,2015-05-21,1.26,1.421,1.401
AVIA,2015-05-22,1.265,1.427,1.408
AVIA,2014-06-11,1.384,1.565,1.489
AVIA,2014-06-12,1.385,1.568,1.492
AVIA,2014-06-13,1.393,1.576,1.5
AVIA,2014-06-17,1.403,1.586,1.512
AVIA,2014-06-18,1.4,1.583,1.504
AVIA,2014-06-24,1.403,1.59,1.511
AVIA,2014-06-26,1.404,1.591,1.512
AVIA,2014-07-02,1.397,1.587,1.507
AVIA,2014-07-29,1.387,1.563,1.485
AVIA,2014-07-30,1.387,1.558,1.48
AVIA,2014-08-07,1.38,1.543,1.467
AVIA,2014-08-11,1.387,1.55,1.472
AVIA,2014-08-15,1.381,1.527,1.466
AVIA,2014-08-21,1.378,1.506,1.466
AVIA,2014-09-02,1.383,1.514,1.474
AVIA,2014-09-04,1.382,1.511,1.47
AVIA,2014-09-09,1.384,1.513,1.474
AVIA,2014-09-18,1.372,1.505,1.466
AVIA,2014-09-23,1.369,1.503,1.463
AVIA,2014-09-25,1.365,1.503,1.465
AVIA,2014-09-26,1.364,1.501,1.461
AVIA,2014-10-09,1.355,1.496,1.458
AVIA,2014-10-17,1.32,1.446,1.406
AVIA,2014-10-20,1.322,1.443,1.403
AVIA,2014-10-22,1.322,1.436,1.4
AVIA,2014-10-30,1.319,1.43,1.39
AVIA,2014-11-19,1.304,1.412,1.372
AVIA,2014-12-18,1.187,1.277,1.24
AVIA,2014-12-22,1.192,1.281,1.241
AVIA,2014-12-23,1.191,1.279,1.239
AVIA,2015-01-09,1.151,1.245,1.216
AVIA,2015-01-22,1.127,1.23,1.209
AVIA,2015-01-23,1.131,1.233,1.213
AVIA,2015-02-16,1.213,1.308,1.287
AVIA,2015-03-20,1.214,1.353,1.333
AVIA,2015-03-27,1.216,1.37,1.351
AVIA,2015-04-14,1.229,1.39,1.372
AVIA,2015-04-22,1.248,1.411,1.39
AVIA,2015-04-24,1.249,1.413,1.393
AVIA,2014-06-16,1.399,1.583,1.507
AVIA,2014-06-25,1.4,1.588,1.513
AVIA,2014-07-16,1.379,1.573,1.497
AVIA,2014-07-28,1.389,1.567,1.491
AVIA,2014-08-04,1.382,1.555,1.477
AVIA,2014-08-19,1.378,1.5,1.462
AVIA,2014-08-22,1.379,1.504,1.464
AVIA,2014-09-29,1.371,1.502,1.461
AVIA,2014-11-05,1.329,1.432,1.394
AVIA,2014-12-02,1.262,1.371,1.331
AVIA,2014-12-17,1.195,1.282,1.243
AVIA,2015-01-02,1.18,1.271,1.232
AVIA,2015-01-27,1.134,1.237,1.216
AVIA,2015-02-10,1.19,1.291,1.271
AVIA,2015-03-03,1.23,1.334,1.314
AVIA,2015-03-09,1.234,1.347,1.326
AVIA,2015-03-24,1.211,1.352,1.334
AVIA,2015-04-13,1.219,1.378,1.36
AVIA,2015-04-18,1.242,1.402,1.384
AVIA,2015-05-02,1.259,1.426,1.408
AVIA,2014-06-30,1.399,1.586,1.507
AVIA,2014-07-07,1.386,1.578,1.5
AVIA,2014-07-12,1.381,1.576,1.502
AVIA,2014-07-14,1.38,1.577,1.5
AVIA,2014-07-17,1.377,1.569,1.493
AVIA,2014-08-03,1.398,1.567,1.493
AVIA,2014-08-05,1.385,1.552,1.477
AVIA,2014-08-06,1.385,1.55,1.474
AVIA,2014-08-10,1.393,1.555,1.48
AVIA,2014-08-12,1.384,1.547,1.472
AVIA,2014-08-13,1.381,1.544,1.467
AVIA,2014-08-14,1.377,1.541,1.466
AVIA,2014-08-20,1.375,1.501,1.464
AVIA,2014-08-29,1.383,1.514,1.473
AVIA,2014-09-24,1.362,1.497,1.457
AVIA,2014-10-15,1.337,1.47,1.43
AVIA,2014-10-28,1.321,1.432,1.392
AVIA,2014-11-04,1.331,1.436,1.396
AVIA,2014-11-21,1.298,1.408,1.368
AVIA,2014-12-29,1.189,1.28,1.24
AVIA,2015-01-17,1.126,1.233,1.214
AVIA,2015-02-13,1.198,1.296,1.275
AVIA,2015-04-04,1.212,1.378,1.359
AVIA,2015-04-06,1.218,1.382,1.364
AVIA,2015-04-17,1.241,1.401,1.381
AVIA,2015-05-06,1.267,1.435,1.415
AVIA,2015-05-20,1.259,1.421,1.401
AVIA,2014-06-21,1.407,1.593,1.513
AVIA,2014-07-10,1.386,1.581,1.503
AVIA,2014-08-09,1.388,1.549,1.471
AVIA,2014-10-18,1.322,1.445,1.409
AVIA,2014-11-22,1.304,1.411,1.373
AVIA,2015-01-10,1.15,1.247,1.224
AVIA,2015-04-20,1.243,1.406,1.385
AVIA,2014-06-14,1.4,1.584,1.508
AVIA,2014-06-15,1.402,1.585,1.512
AVIA,2014-06-19,1.408,1.591,1.515
AVIA,2014-06-20,1.404,1.588,1.509
AVIA,2014-06-27,1.399,1.586,1.509
AVIA,2014-06-28,1.406,1.592,1.515
AVIA,2014-06-29,1.41,1.597,1.521
AVIA,2014-07-01,1.402,1.589,1.509
AVIA,2014-07-03,1.392,1.58,1.504
AVIA,2014-07-05,1.394,1.584,1.507
AVIA,2014-07-06,1.4,1.588,1.513
AVIA,2014-07-08,1.388,1.582,1.503
AVIA,2014-07-09,1.385,1.58,1.501
AVIA,2014-07-11,1.381,1.577,1.503
AVIA,2014-07-13,1.386,1.58,1.504
AVIA,2014-07-15,1.378,1.574,1.498
AVIA,2014-07-18,1.378,1.567,1.495
AVIA,2014-07-19,1.379,1.564,1.487
AVIA,2014-07-20,1.386,1.569,1.496
AVIA,2014-07-22,1.38,1.563,1.492
AVIA,2014-07-23,1.371,1.554,1.478
AVIA,2014-07-26,1.386,1.565,1.489
AVIA,2014-07-31,1.389,1.561,1.485
AVIA,2014-08-01,1.389,1.562,1.483
AVIA,2014-08-02,1.39,1.561,1.485
AVIA,2014-08-08,1.381,1.544,1.47
AVIA,2014-08-16,1.385,1.509,1.471
AVIA,2014-08-23,1.387,1.517,1.48
AVIA,2014-08-26,1.382,1.511,1.471
AVIA,2014-08-27,1.382,1.51,1.47
AVIA,2014-08-28,1.383,1.512,1.472
AVIA,2014-09-03,1.381,1.51,1.47
AVIA,2014-09-07,1.395,1.525,1.487
AVIA,2014-09-10,1.383,1.516,1.475
AVIA,2014-09-13,1.383,1.512,1.475
AVIA,2014-09-14,1.386,1.515,1.478
AVIA,2014-09-17,1.377,1.511,1.471
AVIA,2014-09-21,1.378,1.506,1.469
AVIA,2014-09-27,1.372,1.504,1.467
AVIA,2014-09-28,1.378,1.506,1.468
AVIA,2014-09-30,1.369,1.498,1.458
AVIA,2014-10-02,1.371,1.502,1.463
AVIA,2014-10-03,1.372,1.5,1.463
AVIA,2014-10-04,1.367,1.503,1.462
AVIA,2014-10-08,1.356,1.497,1.457
AVIA,2014-10-10,1.351,1.491,1.454
AVIA,2014-10-12,1.353,1.488,1.452
AVIA,2014-10-14,1.34,1.475,1.438
AVIA,2014-10-16,1.329,1.457,1.419
AVIA,2014-10-19,1.329,1.451,1.413
AVIA,2014-10-23,1.324,1.434,1.397
AVIA,2014-10-24,1.326,1.437,1.4
AVIA,2014-10-25,1.328,1.436,1.398
AVIA,2014-10-26,1.329,1.439,1.402
AVIA,2014-10-31,1.324,1.43,1.39
AVIA,2014-11-02,1.332,1.437,1.4
AVIA,2014-11-06,1.326,1.43,1.39
AVIA,2014-11-08,1.33,1.43,1.393
AVIA,2014-11-11,1.331,1.431,1.391
AVIA,2014-11-12,1.327,1.43,1.39
AVIA,2014-11-14,1.319,1.42,1.383
AVIA,2014-11-15,1.315,1.417,1.379
AVIA,2014-11-16,1.321,1.426,1.388
AVIA,2014-11-18,1.313,1.417,1.377
AVIA,2014-11-20,1.301,1.406,1.369
AVIA,2014-11-26,1.299,1.408,1.368
AVIA,2014-11-27,1.296,1.406,1.366
AVIA,2014-12-13,1.217,1.305,1.268
AVIA,2014-12-19,1.188,1.276,1.236
AVIA,2014-12-20,1.191,1.281,1.244
AVIA,2014-12-21,1.194,1.284,1.247
AVIA,2014-12-24,1.196,1.28,1.241
AVIA,2015-01-01,1.194,1.286,1.25
AVIA,2015-01-03,1.178,1.268,1.232
AVIA,2015-01-04,1.182,1.276,1.24
AVIA,2015-01-06,1.169,1.269,1.232
AVIA,2015-01-07,1.159,1.257,1.219
AVIA,2015-01-08,1.154,1.252,1.215
AVIA,2015-01-11,1.154,1.251,1.229
AVIA,2015-01-14,1.125,1.228,1.207
AVIA,2015-01-20,1.129,1.234,1.213
AVIA,2015-01-24,1.133,1.232,1.213
AVIA,2015-01-29,1.128,1.232,1.212
AVIA,2015-01-30,1.133,1.239,1.218
AVIA,2015-02-01,1.141,1.25,1.231
AVIA,2015-02-12,1.193,1.293,1.273
AVIA,2015-02-19,1.221,1.307,1.287
AVIA,2015-02-21,1.218,1.307,1.289
AVIA,2015-02-22,1.227,1.316,1.298
AVIA,2015-02-24,1.224,1.314,1.293
AVIA,2015-02-28,1.229,1.326,1.307
AVIA,2015-03-01,1.233,1.333,1.312
AVIA,2015-03-04,1.23,1.337,1.316
AVIA,2015-03-07,1.232,1.348,1.33
AVIA,2015-03-08,1.238,1.358,1.339
AVIA,2015-03-12,1.232,1.356,1.338
AVIA,2015-03-15,1.231,1.364,1.346
AVIA,2015-03-16,1.225,1.353,1.334
AVIA,2015-03-18,1.21,1.346,1.325
AVIA,2015-03-19,1.211,1.347,1.328
AVIA,2015-03-25,1.21,1.357,1.338
AVIA,2015-03-29,1.22,1.378,1.36
AVIA,2015-03-30,1.217,1.373,1.353
AVIA,2015-04-01,1.215,1.376,1.358
AVIA,2015-04-02,1.214,1.377,1.356
AVIA,2015-04-03,1.216,1.383,1.364
AVIA,2015-04-05,1.216,1.386,1.367
AVIA,2015-04-07,1.209,1.375,1.354
AVIA,2015-04-08,1.214,1.373,1.353
AVIA,2015-04-09,1.217,1.379,1.36
AVIA,2015-04-10,1.217,1.377,1.358
AVIA,2015-04-11,1.218,1.381,1.363
AVIA,2015-04-12,1.223,1.39,1.371
AVIA,2015-04-15,1.231,1.387,1.369
AVIA,2015-04-19,1.248,1.41,1.392
AVIA,2015-04-25,1.253,1.418,1.399
AVIA,2015-04-26,1.259,1.428,1.409
AVIA,2015-04-27,1.254,1.419,1.401
AVIA,2015-04-30,1.258,1.422,1.401
AVIA,2015-05-01,1.263,1.431,1.412
AVIA,2015-05-03,1.266,1.434,1.416
AVIA,2015-05-07,1.27,1.434,1.414
AVIA,2015-05-09,1.264,1.427,1.408
AVIA,2015-05-10,1.272,1.438,1.42
AVIA,2015-05-13,1.259,1.419,1.4
AVIA,2015-05-16,1.267,1.425,1.406
AVIA,2015-05-17,1.272,1.435,1.417
AVIA,2015-05-23,1.266,1.428,1.41
AVIA,2015-05-24,1.271,1.436,1.418
AVIA,2015-05-25,1.271,1.438,1.42
AVIA,2015-05-26,1.268,1.429,1.408
AVIA,2015-05-27,1.258,1.423,1.403
AVIA,2015-05-28,1.253,1.422,1.401
AVIA,2015-05-29,1.25,1.419,1.401
AVIA,2015-05-30,1.254,1.423,1.404
AVIA,2015-05-31,1.261,1.432,1.413
AVIA,2014-07-21,1.371,1.562,1.486
AVIA,2014-08-30,1.389,1.52,1.482
AVIA,2014-12-31,1.188,1.278,1.239
AVIA,2014-08-24,1.392,1.518,1.48
AVIA,2014-08-31,1.394,1.525,1.487
AVIA,2014-11-01,1.332,1.439,1.402
AVIA,2014-11-09,1.337,1.439,1.401
AVIA,2014-11-30,1.28,1.391,1.354
AVIA,2014-12-06,1.248,1.351,1.314
AVIA,2014-12-25,1.199,1.285,1.247
AVIA,2014-12-26,1.198,1.29,1.253
AVIA,2014-12-27,1.191,1.279,1.242
AVIA,2015-01-18,1.128,1.234,1.215
AVIA,2015-01-25,1.139,1.241,1.222
AVIA,2015-02-08,1.189,1.293,1.275
AVIA,2015-02-15,1.214,1.312,1.294
SHELL,2014-06-09,1.405,1.613,1.559
SHELL,2014-06-10,1.395,1.6,1.55
SHELL,2014-06-11,1.402,1.608,1.559
SHELL,2014-06-12,1.4,1.61,1.561
SHELL,2014-06-13,1.41,1.62,1.571
SHELL,2014-06-14,1.415,1.628,1.576
SHELL,2014-06-15,1.417,1.636,1.579
SHELL,2014-06-16,1.414,1.628,1.576
SHELL,2014-06-17,1.414,1.625,1.574
SHELL,2014-06-18,1.418,1.626,1.575
SHELL,2014-06-19,1.427,1.634,1.583
SHELL,2014-06-20,1.424,1.633,1.582
SHELL,2014-06-21,1.425,1.635,1.583
SHELL,2014-06-22,1.433,1.642,1.589
SHELL,2014-06-23,1.424,1.634,1.583
SHELL,2014-06-24,1.422,1.633,1.582
SHELL,2014-06-25,1.415,1.627,1.577
SHELL,2014-06-26,1.419,1.631,1.581
SHELL,2014-06-27,1.413,1.625,1.576
SHELL,2014-06-28,1.418,1.63,1.582
SHELL,2014-06-29,1.421,1.633,1.584
SHELL,2014-06-30,1.413,1.624,1.575
SHELL,2014-07-01,1.41,1.625,1.576
SHELL,2014-07-02,1.405,1.621,1.571
SHELL,2014-07-03,1.4,1.615,1.565
SHELL,2014-07-04,1.398,1.616,1.566
SHELL,2014-07-05,1.402,1.619,1.569
SHELL,2014-07-06,1.405,1.622,1.573
SHELL,2014-07-07,1.397,1.618,1.568
SHELL,2014-07-08,1.397,1.62,1.57
SHELL,2014-07-09,1.395,1.619,1.569
SHELL,2014-07-10,1.389,1.613,1.563
SHELL,2014-07-11,1.387,1.61,1.56
SHELL,2014-07-12,1.392,1.614,1.564
SHELL,2014-07-13,1.397,1.619,1.568
SHELL,2014-07-14,1.388,1.611,1.56
SHELL,2014-07-15,1.386,1.607,1.557
SHELL,2014-07-16,1.389,1.607,1.556
SHELL,2014-07-17,1.383,1.6,1.55
SHELL,2014-07-18,1.388,1.599,1.548
SHELL,2014-07-19,1.391,1.598,1.548
SHELL,2014-07-20,1.397,1.604,1.554
SHELL,2014-07-21,1.385,1.594,1.543
SHELL,2014-07-22,1.388,1.594,1.542
SHELL,2014-07-23,1.38,1.586,1.534
SHELL,2014-07-24,1.39,1.594,1.541
SHELL,2014-07-25,1.398,1.599,1.546
SHELL,2014-07-26,1.396,1.596,1.545
SHELL,2014-07-27,1.397,1.598,1.546
SHELL,2014-07-28,1.403,1.601,1.549
SHELL,2014-07-29,1.401,1.597,1.545
SHELL,2014-07-30,1.4,1.595,1.543
SHELL,2014-07-31,1.4,1.594,1.542
SHELL,2014-08-01,1.401,1.594,1.543
SHELL,2014-08-02,1.404,1.597,1.545
SHELL,2014-08-03,1.409,1.6,1.549
SHELL,2014-08-04,1.393,1.586,1.535
SHELL,2014-08-05,1.392,1.582,1.53
SHELL,2014-08-06,1.391,1.578,1.534
SHELL,2014-08-07,1.391,1.575,1.524
SHELL,2014-08-08,1.396,1.579,1.528
SHELL,2014-08-09,1.405,1.586,1.536
SHELL,2014-08-10,1.41,1.593,1.542
SHELL,2014-08-11,1.403,1.586,1.535
SHELL,2014-08-12,1.399,1.582,1.531
SHELL,2014-08-13,1.395,1.58,1.529
SHELL,2014-08-14,1.391,1.577,1.527
SHELL,2014-08-15,1.393,1.574,1.528
SHELL,2014-08-16,1.394,1.567,1.528
SHELL,2014-08-17,1.4,1.57,1.531
SHELL,2014-08-18,1.389,1.56,1.522
SHELL,2014-08-19,1.386,1.559,1.521
SHELL,2014-08-20,1.386,1.561,1.522
SHELL,2014-08-21,1.393,1.57,1.532
SHELL,2014-08-22,1.398,1.576,1.537
SHELL,2014-08-23,1.401,1.579,1.54
SHELL,2014-08-24,1.406,1.585,1.546
SHELL,2014-08-25,1.395,1.574,1.535
SHELL,2014-08-26,1.396,1.576,1.538
SHELL,2014-08-27,1.397,1.578,1.54
SHELL,2014-08-28,1.395,1.577,1.538
SHELL,2014-08-29,1.396,1.577,1.539
SHELL,2014-08-30,1.4,1.581,1.542
SHELL,2014-08-31,1.404,1.586,1.547
SHELL,2014-09-01,1.399,1.581,1.542
SHELL,2014-09-02,1.396,1.577,1.539
SHELL,2014-09-03,1.398,1.578,1.54
SHELL,2014-09-04,1.396,1.578,1.539
SHELL,2014-09-05,1.403,1.587,1.548
SHELL,2014-09-06,1.409,1.594,1.555
SHELL,2014-09-07,1.411,1.596,1.557
SHELL,2014-09-08,1.405,1.586,1.547
SHELL,2014-09-09,1.403,1.586,1.547
